Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude
21-Nov-17,ArmorGames,Irvine,California,HACK,BSO,0,"""What Happened? On Oct 24, 2014, we discovered that a third party obtained access to our users’ emails and “hashed’ passwords. That means that the passwords were encrypted in such a way that it is nearly impossible for anyone, even us, to read it. However, on Oct 24, 2017, a security researcher informed us of a file containing emails and plaintext passwords which claims the data had come from us (Armor Games) and another company (Coupon Mom). We are investigating whether we are the true source of the breach, since the number of leaked emails/passwords is far less than the number of emails breached on either our system or Coupon Mom’s system in 2013. Our users’ passwords were hashed (this makes it unlikely that they could extract plaintext passwords from our data), and some users are reporting that their passwords were included in this breach though they have never used either site. As we investigate the source of the data in this file, we are taking the precautionary measure of treating this as a data breach of our own users.What Information Was Involved? The information in the file contains 11 million emails and plain text passwords. No financial information, names, addresses, or game data was contained in this document.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-112355,2014,33.696361,-117.838988
27-Nov-17,"USA Hoist Company, Inc./Mid-American Elevator/Mid-American Equipment",Chicago,Illinois,HACK,BSO,0,"""What Happened: A server used by USA Hoist Company, Inc., Mid-American Elevator Company, Inc., and Mid-American Elevator Equipment Company, Inc. to store employee and vendor information was subject to a ransomware attack by the hacker group called ""the Dark Overlord."" We discovered the attack on the morning of Tuesday, October 17, 2017, when we could not access certain of our data systems as a result of the breach. On Thursday, October 19, 2017, the FBI visited our offices to inform us that we may become the subject of a such an attack, but by that time the attack had already occurred.What Information was Involved: The information breached contained employee names, mailing addresses, cancelled checks for employee direct deposits, direct payment account numbers for employees and vendors, non-union member employee health insurance applications, and/or employee Social Security numbers. To our knowledge, other information (bank account PIN, security codes, etc.) was not breached.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-112319,2017,41.878114,-87.629798
17-Nov-17,Brinderson,Costa Mesa,California,HACK,BSO,0,"""What Happened On October 24, 2017, we discovered that an unauthorized individual may have gained access to one of our computer systems. Upon learning of this, we blocked the intruder’s access to our systems, shut down the affected systems, and immediately began an investigation to determine the scope of the incident. We also engaged a forensic security firm to assist in our investigation.What Information Was Involved Our investigation has determined that some of your information was stored on systems potentially accessed by the unauthorized individual. That information includes your name, address, Social Security number, date of birth, and other employment related information.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-110862,2017,33.641216,-117.918822
16-Nov-17,Club Sport San Ramon/Oakwood Athletic Club,San Ramon,California,HACK,BSO,0,"""What Happened and What Information was involved?On July 31, 2017, we discovered that an employee was the subject of a phishing attack when they received an email that appeared to be from an executive, requesting copies of employees W-2 wage and tax statements. In response to that email, individual employee W-2 information was sent to an unauthorized email address. From our investigation, it appears that this contained your personal information, including your name, address, Social Security number, and wage and tax information from 2016. This DID NOT include personal banking or financial account information. Local law enforcement and the IRS have been notified of this incident and we are cooperating with their investigations.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-110719,2017,37.772317,-121.944562
15-Nov-17,Cheddar's Scratch Kitchen,Irving,Texas,PHYS,BSO,0,"""What HappenedEarly on July 21, 2017, there was a break-in at locked corporate facility for Cheddar's Scratch Kitchen in Texas that resulted in the theft of several laptops and a hard drive containing personal some team members' personal information and very limited guest information. The incident was promptly reported to the police and their investigation is ongoing.What Information Was InvolvedWhile the investigation continues, our current understanding is that the personal information that may have been involved in the incident likely includes your Social Security number; contact information, such as your name, address, email address, and telephone number; other employment-related information and limited guest information, if applicable. In some cases, a photocopy of your ID may have been included. We regret that your personal information may be affected.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-110643,2017,32.814018,-96.948895
15-Nov-17,Far Niente Winery,Napa Valley,California,HACK,BSO,0,"""What Happened?On August 21, 2017, files on Far Niente’s computers were encrypted by an individual who gained unauthorized access to Far Niente’s computer network. The individual demanded a ransom in exchange for restoring access to the encrypted files. We immediately began an investigation and retained a leading computer forensic firm to help us. The forensic firm determined on August 21, 2017, that the unauthorized person may have had access to our computer network for several hours before encrypting our computer files. We terminated the unauthorized access and restored the encrypted files with unaffected back-up files. We did not pay the ransom demanded by the individual.What Information Was Involved?We have no evidence that the unauthorized person viewed or obtained any information that was stored on our computer network. However, your name, address, and Social Security number were included in a document on the network.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-108214,2017,38.502469,-122.265389
15-Nov-17,CafeMom,New York,New York,HACK,BSO,0,"""We were recently alerted to a possible security breach involving account information that had occurred several years ago. We immediately investigated the situation and are reaching out to share what we've learned and how we are protecting your data.Our investigation showed that email addresses and passwords for CafeMom accounts created before July 2011 were compromised at some point in the past.  At this time, we have found no evidence of unauthorized access or wrongdoing and teh systems that powered cafemom.com in 2011 are no longer the systems that run the site today.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-108202,2017,40.712775,-74.005973
14-Nov-17,ABM Industries,New York,New York,HACK,BSO,0,"""What Happened? On or about August 1, 2017, we discovered that ABM had become the target of a phishing email campaign. For background, phishing is a type of electronic attack where outside individuals impersonate a trusted person or company to obtain information or install dangerous software. Several ABM employees had clicked on the phishing emails and entered their credentials. As is our protocol, we immediately took steps to secure these employees’ email accounts and launched an in-depth investigation to determine whether any sensitive information was accessed or acquired. We subsequently determined, with the help of outside computer forensic investigators, that an unknown actor had gained access to certain ABM email accounts. ABM determined, after a programmatic and manual review of the contents of the affected email accounts, the types of protected information contained in the affected email accounts and to which individuals the information relates.What Information Was Involved? While we currently have no evidence that the unauthorized individual or individuals actually accessed or acquired your information, we have confirmed that your name accessible within the affected email accounts."" ",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-104263,2017,40.712775,-74.005973
13-Nov-17,GNAC,Chesterfield,Missouri,HACK,BSO,0,"""What Happened? On September 21, 2017, our system monitoring tools identified unusual activity relating to a database within our network that is tied to a web application used by customers. We disabled the web application and immediately launched an investigation to determine the nature and scope of this activity. A leading third-party forensic investigation firm was retained to assist with our own internal investigation. Although the investigation is ongoing, we determined on October 6, 2017 that there was evidence a small amount of data left our system between June 18, 2017 and September 19, 2017. As we cannot determine the contents of this data, we cannot rule out that this data included personal information relating to [Data Owner] members stored in the database.What Information Was Involved? While our investigation is ongoing, we have determined the names and Social Security numbers of [insert number] individuals affiliated with your organization were contained in the database during the period that traffic was identified.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-104236,2017,38.603599,-90.701027
13-Nov-17,Gary W. Janke,Northridge,California,PHYS,BSF,0,"""What happened and what information was involved:On the night of September 26, 2017, a thief broke into the back of the office building in Northridge, California.The building security alarms went off and the Los Angeles Police Department was dispatched. There is video of the thief in the offices and prints were recovered. However, before the first officers arrived, the thief stole a number of items from various offices in the building. Unfortunately, he stole two old computers from my offices. The computers contained tax information from 2012 and prior year tax returns that I had prepared. The data on the computers contained your personal information, including your name(s), address, Social Security number(s) and date of birth. It also included dependent information including name, social security number and date of birth. (For business clients, the data would have included federal identification numbers.) Your tax return information regarding income amounts andsources was also contained on the computers. If you were having your refunds directly deposited into your bank account, the bank account information would have been on one computer. Otherwise, your financial account numbers would not be part of the information stored. Copies of your W-2s and other financial documents were not scanned onto the computers. Please keep in mind that the information stolen was from 2012 and prior income tax returns.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-104191,2017,34.249919,-118.503187
9-Nov-17,Corovan/Corodata/Klinger Moving ,San Diego,California,DISC,BSO,0,"""What Happened?On October 17, 2017, we became aware that certain Company files containing sensitive information that were stored on a Company server had become browsable for a brief period of time through a directed search on the Google search engine. What Information Was Involved?As part of the investigation into this incident, we determined a file containing the following information related to you was temporarily accessible through a directed search on Google:name, address, .To date, we have no evidence of any attempted or actual misuse of personal data contained within the files that were accessible as a result of this incident.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-104174,2017,32.715738,-117.161084
9-Nov-17,"Tween Brands, Inc.",Austin,Texas,HACK,BSO,0,"""What Happened?On September 7, 2017, we discovered signs indicating attempts had been made to gain access to one of our web servers. We immediately removed the server from our network and began an investigation with the assistance of aleading computer forensics firm. The investigation determined that an unauthorized individual may have gainedaccess to the server and may have used that access to connect to a database server. What Information Was Involved?The database included information including the username and password combination that you use to access thevendor portal, vendors.tweenbrands.com.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-103242,2017,30.267153,-97.743061
3-Nov-17,HumanGood,Pleasanton,California,HACK,BSO,"4,844","""Dear Sir or Madam: I represent HumanGood, located in Pleasanton, California. This letter is being sent pursuant to California Civil Code §1798.82 because HumanGood learned on September 27, 2017 that the personal information of 4,844 HumanGood employees who reside in California may have been involved in a data security incident. The information that may have been involved included names, addresses, email addresses, dates of birth, wage information and health information that is maintained by a HumanGood third-party service provider. The incident occurred on September 27, 2017. Immediately upon discovering the incident, HumanGood notified the service provider and conducted an investigation of the incident. HumanGood also notified the Federal Bureau of Investigation and the Pleasanton Police Department to prevent fraudulent activity. HumanGood has notified the affectedCalifornia residents with the attached letter. As referenced in the letter, HumanGood will provide 12 months of credit monitoring and identity protection services through AllClear ID. Please contact me should you have any questions.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-103240,2017,37.662431,-121.874679
2-Nov-17,Kimberly-Clark,Neenah,Wisconsin,HACK,BSO,0,"""What happened?We have extensive measures in place to protect the information that you provide to us; however, around October 20, 2017, we identified an organized effort to access registered accounts on our website/app from other compromised sites not related to Kimberly-Clar nor any of its brand like Huggies or Kleenex, etc. we took immediate action to block this attempt. Unfortunately, a very small number of accounts, including yours, had account profile information potentially exposed.What information was involved?The account profile information that was potentially exposed includes information such as name, date of birth, e-mail address, and child name and date of birth (if provided). It's important to note that your account profile does not include any financial information or social security numbers.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-103174,2017,44.202681,-88.518434
30-Oct-17,Home Box Office (HBO),New York,New York,HACK,BSO,0,"""What Happened In late July 2017, HBO became aware of an incident in which an unauthorized third party claimed to haveaccessed HBO’s information technology network. We began investigating the incident as soon as we becameaware of the potential breach. Our investigation has revealed that an unauthorized third party illegally accessedHBO’s network, including some personally identifiable information about you. What Information Was InvolvedThough the investigation is still underway, we have determined that the information involved in this incidentincluded the following types of your personally identifiable information: [Personal Information Categories].""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-103102,2017,40.712775,-74.005973
27-Oct-17,"Chiorini, Hunt & Jacobs, Certified Public Accountants",Santa Cruz,California,HACK,BSF,0,"""What Happened? On September 27, 2017, we became aware that some clients received an e-mail that appeared to be from DavidJacobs, but it was not. All firm email credentials were immediately changed and we began an investigation into the matter, including hiring a third-party IT firm. After a thorough investigation, the IT firm has determined that the david@chj.com email account credentials were compromised and used on July 1, 2017 and September 27, 2017, to  access our externally hosted email server. The attacker had access to email boxes for david@chj.com, elaina@chj.comand vanessa@chj.com. Because of this breach, we are notifying you out of an abundance of caution. However please note there was no access to our internal network, servers, or the data within those systems. What Information Was Involved? Any information received from or sent to david@chj.com, elaina@chj.com and vanessa@chj.com may have beencompromised. In some cases this could have included a copy of a tax return which involves your full name, birthdate,telephone number(s), address, Social Security number, or W-2s, 1099s and various other tax related documents, anddirect deposit bank account information includingrouting numbers and account numbers if provided to us.Despite the use of encrypted password protected email attachments since 2011, your data still could have been compromised.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-103063,2017,36.974963,-122.029292
17-Oct-17,Union Labor Life Insurance Company,Washington,District Of Columbia,HACK,BSF,0,"""What Happened:An unauthorized external user was able to briefly access the Outlook email account of an employee of The Union Labor Life Insurance Company (the “Company”) on June 22, 2017. The unauthorized user sent a  spam email from the employee's email account to the employee's various personal and business contacts via email which appeared to be a legitimate email from the employee. The body of each email included either a Dropbox or two PDF documents that have links to malicious websites. A forensic review of the PDF documents performed by the Company’s Information Technology team determinedthat the PDF itself was not malicious, but it  did contain links to sites known to be. The Company’s Information Technology department was notified of the issue within an hour and immediately disabled the account and reset the password, which stopped the flow of spam emails. Within 24-hours of the unauthorized access, the Companyimplemented its Data Incident Response Plan that includes company officers, legal and compliance personnel, IT staff and an external data forensics firm.What Information Was Involved: A forensic review of the emails in the email account's inbox and archived folders identified emails and attachments that may have contained non-public personal information of individuals. A closer review of those emails and attachments revealed that your personal information, specifically your name,SSN and personal health information, including claim numbers, dates of service, diagnosis codes and claim payments were accessible in an attachment, and may have been viewed by the unauthorized user. Your information was not included in the spam e-mail sent from the e-mail account. We have no information indicating that your personal information was in fact accessed by the unauthorized user during the limited time the e-mailaccount was accessible or that you are likely to encounter future identity security problems.""",California Attorney General,https://oag.ca.gov/ecrime/databreach/reports/sb24-103061,2017,47.751074,-120.740139
4-Dec-17,TIO Networks ,Vancouver,British Columbia,HACK,BSO,"1,600,000","""PayPal's recently-acquired payment processor TIO Networks has revealed that up to 1.6 million customers have had their information stolen in a recent data breach.Last week, the Vancouver, Canada-based TIO Networks said that following the suspension of operations, evidence has been uncovered of a data breach due to ""unauthorized access.""In a statement, the company said that unknown attackers were able to gain access to ""locations that stored personal information of some of TIO's customers and customers of TIO billers.""In total, up to 1.6 million customers may have had their information leaked, which could include personally identifiable information (PII) or potentially financial data.""",Media,http://www.zdnet.com/article/paypals-tio-networks-reveals-data-breach-impacted-1-6-million-users/,2017,49.282729,-123.120738
23-Dec-17,Ancestry's RootsWeb.com,Lehi,Utah,DISC,BSR,"300,000","Ancestry's RootsWeb.com server, which hosts a free genealogical community site, exposed a file containing emails, login information, and passwords of 300,000 users.hile the 300,000 accounts were affiliated with RootsWeb.com's surname list service that it retired earlier this year, 55,000 of the user names belonged to both the free RootsWeb.com site and also to Ancestry.com, which charges for some of its genealogical services.  The company noted that 7,000 of the emails and log-in credentials belonged to active Ancestry.com users.RootsWeb does not host sensitive information like credit card and social security numbers, the company stated, further noting it has ""no reason to believe that any Ancestry systems were compromised.""https://blogs.ancestry.com/ancestry/2017/12/23/rootsweb-security-update/",Media,https://blogs.ancestry.com/ancestry/2017/12/23/rootsweb-security-update/,2017,40.391617,-111.850766
5-Jan-18,Flagship,Menlo Park,California,PHYS,BSF,0," On or about December 5, 2017, Flagship determined that a company-owned HP Elite Laptop (“Laptop”) was missing from 190 Jefferson, Menlo Park, California 94025. The Laptop was kept in a secure facility and was password protected although the password was shared internally by up to ten employees. The Laptop was approximately four years old and was being used internally to operate B5000 software to process I-9 forms and to record information about individuals who were applying for employment with Flagship in the United States. The Laptop contained.pdf images of U.S. Passports presented with I-9 Forms.What Can You Do? Flagship is offering you one year of identity protection at no cost to you through Experian, one of the three nationwide credit bureaus. The identity protection product, called IdentityWorks Credit Plus, provides identity restoration services, fraud detection tools, and other benefits which includes monitoring your credit file. Starting today, if you suspect that your personal information has been used fraudulently, you can call Experian’s identity restoration agents to assist you to investigate and resolve any incidents of fraud. You may take advantage of this benefit, at any time, until 04/30/2018, by calling the following toll-free number: 1-877-890-9332. No enrollment or activation is necessary. The terms and conditions for identity restoration are located at: www.ExperianIDWorks.com/restoration.While identity restoration is immediately available to you, we also encourage you to activate the fraud detection tools available through Experian IdentityWorks™ as a complimentary one-year membership. This product provides you with superior identity detection and resolution of identity theft. To start monitoring your identity, please follow the steps below:• Ensure that you enroll by 04/30/2018. Your code will not work after this date.• Visit the Experian IdentityWorks website to enroll: https://www.experianidworks.com/3bplus• Provide your activation code: W4DGYMRVP• The deadline for enrollment is 04/30/2018",California Attorney General,https://oag.ca.gov/system/files/FlagShip%20Data%20Breach%20Notification%20Letter%20January%202018_0.pdf,2017,37.45296,-122.181725
5-Jan-18,BeautyBlender,Bethlehem,Pennsylvania,HACK,BSR,"3,982","Beautyblender was recently contacted by two customers reporting fraud on credit cards used to make purchases on our site. Beautyblender discovered what it believed was a form of malicious code on its site on October 26, 2017 which it then removed. The specific information that may have been obtained by the unidentified third party included the customers’ name, billing address, full credit card number, expiration date, and CVV number, affecting 3,673 California residents. A third party forensic investigator was also retained to assist with beautyblender’s investigation. On November 27, 2017, the forensic investigator confirmed that the malware inserted into the website collected certain payment card information used at checkout.On January 5, 2018, beautyblender will begin providing written notice of this incident to all potentially affected customers, which includes three thousand, six hundred and seventy-three (3,673) California residents. On January 5, 2018, beautyblender will begin providing written notice of this incident to all potentially affected customers, which includes three hundred and nine (309) Oregon residents. ",California Attorney General,https://oag.ca.gov/system/files/Rea.deeming%20Beauty%20-%20Notice%20of%20Data%20Event%20-%20CA%20-%20Exhibit%201_0.pdf,2017,40.625932,-75.370458
5-Jan-18,"LiveGlam, Inc.",Los Angeles,California,HACK,BSR,0,"On December 11, 2017, we confirmed that an unauthorized individual may have gained access to a section of our online store at www.liveglam.com that processes customer orders. Our investigation has determined user information was stored on systems potentially accessed by the unauthorized individual. That information includes credit card numbers, and associated CVV codes. ",California Attorney General,https://oag.ca.gov/system/files/US%20-%20General%20Letters_0.pdf,2017,34.052234,-118.243685
28-Dec-17,Forever21,Los Angeles,California,HACK,BSR,0,"After receiving reports of access to payment cards used at certain Forever21 stores, an internal investigation determined that the encryption technology on some point-of-sale (POS) devices at some stores was not always on and also found signs of unauthorized network access and installation of malware on some POS devices designed to search for payment card data. The malware searched only for track data read from a payment card as it was being routed through the POS device. In most instances, the malware only found track data that did not have cardholder name – only card number, expiration date, and internal verification code – but occasionally the cardholder name was found.",California Attorney General,https://oag.ca.gov/system/files/Forever%2021%20CA%20Substitute%20Notice%2012.28.17_0.pdf,2017,34.052234,-118.243685
28-Dec-17,NextGen Global Resources,Chicago,Illinois,HACK,BSO,0,"On November 12, 2017, we discovered that an employee had inadvertently responded to a phishing attack email, allowing an unauthorized person to create an email rule in that employee’s email account automatically forwarding incoming email to an unknown third party,  to date we have learned that the unauthorized access appears to date back to July 2017. Typically only the name of the worker was provided, or in some instances the name and the last four digits of the worker’s social security number with two exceptions: (i) for some workers accepted by the customer, the customer requested and received a follow up email with the first five digits of the worker’s social security number and date of birth, to complete the customer’s records; and (ii) for other workers, a customer confirmed the workers under consideration in a spreadsheet which included the worker’s name and social security number. ",,,2017,41.878114,-87.629798
11-Jan-18,Multnomah Athletic Club,Portland,Oregon,PHYS,BSR,250,"Multiple shredding bins on the premises were stolen on Dec. 2, 2017. It is possible that one or more of the bins contained name, addresses, social security numbers, passports, drier's license numbers and or bank account information. To date they are not aware of any reports of identity fraud or improper use of PII as a direct result of the incident. ",,https://justice.oregon.gov/consumer/DataBreach/Home/GetBreach/1161073650,2017,45.523062,-122.676482
15-Jan-18,"Jason's Deli - Deli Management, Inc. ",,,CARD,BSR,"2,000,000","On December 22, 2017, Jason’s Deli was notified by payment processors that credit card security personnel had informed it that a large quantity of payment card information had appeared for sale on the “dark web,” and that an analysis of the data indicated that at least a portion of the data may have come from various Jason’s Deli locations. From our initial investigation findings, criminals deployed RAM-scraping malware on a number of our point-of-sales (POS) terminals at various corporate-owned Jason’s Deli restaurants Based on the facts known to Jason’s Deli at this time, the Company believes that the criminals used the malware to obtain payment card information off of the POS terminals beginning on June 8, 2017. Our investigation has determined that approximately 2 million unique payment card numbers may have been impacted in total.",Government Agency,https://justice.oregon.gov/consumer/DataBreach/Home/GetBreach/593620175,2017,37.09024,-95.712891
3-Jan-18,WEI Mortgage,,,HACK,BSF,263,"On or around September 20, 2017, WEI Mortgage received reports of unusual activity in an employee’s email account. WEI Mortgage immediately launched an investigation to confirm the security of its network and determine the nature and scope of the incident, which included working with third-party forensic investigators. Through the investigation, WEI Mortgage learned it was the victim of an email phishing attack, resulting in unauthorized access to certain employee email accounts. The investigation determined personal information for certain individuals was present in impacted email accounts. Based upon available forensic evidence, it appears the impacted email accounts may have been subject to unauthorized access between September 13 and September 28, 2017. The investigation determined that the following information for certain Oregon residents was present in the impacted email accounts: name, address, and Social Security number. To date, the investigation has found no evidence of actual or attempted misuse of personal information present in the impacted email accounts.Notice to Oregon Residents:Beginning on or around December 8, 2017, WEI Mortgage began mailing written notice of this incident to potentially affected individuals, which includes approximately two hundred sixty-three (263) Oregon residents",Government Agency,https://justice.oregon.gov/consumer/DataBreach/Home/GetBreach/715950427,2017,37.09024,-95.712891
10-Jan-18,Alton Lane ,Concord,New Hampshire,HACK,BSR,"1,208","In late Nov. 2017, Alton Lane received notice that in or about November of 2017, malicious code was injected into its IT systems, allowing unauthorized access to certain data, including personal and financial information, that was stored on or managed by the systems. The time period of this code appears to have impacted users is approximately November of 2016 through November of 2017, unauthorized users may have had access to consumer information collected by Alton Lane via its website, affecting five (5) New Hampshire residents.  ",Government Agency,https://www.doj.nh.gov/consumer/security-breaches/documents/alton-lane-20180110.pdf,2016,43.208137,-71.537572
19-Jan-18,OnePlus,Shenzhen,Guangdong,HACK,BSR,"40,000","OnePlus has confirmed that up to 40,000 customers have been affected by a credit card breach, in the latest embarrassing misstep for the Chinese handset maker. The news comes several days after OnePlus shut down credit card processing following complaints from customers about fraudulent charges landing on their cards after they bought products through OnePlus’s online store.OnePlus offered an explanation of what had happened on its website.“One of our systems was attacked, and a malicious script was injected into the payment page code to sniff out credit card info while it was being entered,” the company said. “The malicious script operated intermittently, capturing and sending data directly from the user’s browser. It has since been eliminated. We have quarantined the infected server and reinforced all relevant system structures.”The affected users entered their card information on OnePlus’s store between mid-November and January. Customers who made purchases with a saved card “should not” be affected, OnePlus said. The same goes for ones who paid with PayPal or credit card via PayPal. Affected users will be offered a year of credit monitoring.",Media,https://forums.oneplus.net/threads/jan-19-update-an-update-on-credit-card-security.752415/,2017,22.543096,114.057865
24-Jan-18,Gourmesso,,Maine,CARD,BSR,1,Discover Card account information of 1 Maine citizen breached. ,Government Agency,http://www.maine.gov/ag/consumer/identity_theft/,2017,37.09024,-95.712891
19-Jan-18,Rosewood Hotel Group,,Maine,UNKN,BSR,8,"Guest name and payment card information (cardholder name, payment card number, exp date and security code) for 8 records breached.",Government Agency,http://www.maine.gov/ag/consumer/identity_theft/,2017,37.09024,-95.712891
19-Jan-18,"Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc.(Rockville, MD)",Rockville,Maryland,UNKN,BSR,12,"Name, address, birthdate, SSN, financial account information & protected health information for 12 Maine citizens breached.",Government Agency,http://www.maine.gov/ag/consumer/identity_theft/,2017,39.083997,-77.152758
18-Jan-18,Employer Leasing Company,Powway,California,UNKN,BSO,912,Name or other personal identifier in combination with SSN and Driver's license number or non-driver ID number for one Maine citizen breached.,Government Agency,http://www.maine.gov/ag/consumer/identity_theft/,2017,32.962823,-117.035865
5-Jan-18,Northeast Arc,Danvers,Massachusetts,UNKN,BSO,"1,837","Name or other personal identifier in combination with SSN, and financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account for 1837 records, and 3 Maine citizens breached.",Security Breach Letter,http://www.maine.gov/ag/consumer/identity_theft/,2014,42.575001,-70.932122
29-Dec-17,Mid-Atlantic Carpenters' Training Center,Marlboro,Maryland,UNKN,BSO,9,"Name or other personal identifire in combination with SSN, Driver's license number or non-driver ID number for 9 Maine citizens breached.",Government Agency,http://www.maine.gov/ag/consumer/identity_theft/,2017,40.338095,-74.268729
1-Jan-18,Tio Networks,Livonia,Michigan,UNKN,BSO,336,"Name, contact information and subscriber/billing account numbers (also payment card info, bank acct info, SSN and other government ID numbers and account usernames and passwords for an estimated 336 Maine citizens breached.",Government Agency,http://www.maine.gov/ag/consumer/identity_theft/,2014,42.36837,-83.35271
26-Jan-18,"Jeffrey Born, CPA, Inc.",Portland,Oregon,PHYS,BSF,250,"Office was physically broken into and that two password protected laptops were stolen. The Sacramento County Sheriff’s Department was immediately called and promptly arrived at the office, investigating the matter. What Information Was Involved? This may have included : full name, birthdate, telephone number, address, Social Security number, all employment (W-2) and self-employment information, 1099 information (including account number if provided to my office), entity identification and income earned/amounts received from participation in S-Corp/partnership/LLC/trust, Affordable Care Act insurance data (your medical insurance policy number if you provided us with a Form 1095-A), and direct deposit bank account information (including account number and routing information if provided to my office).",Security Breach Letter,https://oag.ca.gov/system/files/Born%20Notification_0.pdf,2017,45.523062,-122.676482
24-Jan-18,Gourmesso,,Maine,UNKN,BSR,1,Discover Card account information of 1 Maine citizen breached.,,,2017,37.09024,-95.712891
10-Jan-18,Alton Lane,,New Hampshire,HACK,BSR,5,"In late November 2017, Alton Lane received notice that in or about November 2016, malicious code was injected into its information technology systems. Unauthorized users may have had access to consumer information collected by Alton Lane via its website. ",Security Breach Letter,https://www.doj.nh.gov/consumer/security-breaches/documents/alton-lane-20180110.pdf,2017,37.09024,-95.712891
2-Feb-18,Advanced-Online,,California,HACK,BSR,500,"Advanced-Online learned on January 3, 2018 that certain personal information housed on the company’s online platform may have been subject to unauthorized access. The date range for the incident appears to be April 29, 2017 until January 12, 2018. Upon becoming aware of the potential unauthorized access, Advanced-Online promptly engaged a nationally recognized cybersecurity and forensics firm to assess and address the situation.WHAT INFORMATION WAS INVOLVED? Advanced-Online and our cybersecurity and forensics firm believe that the following categories of information may have been compromised: name, address, username/email address, password, and payment card information (account number, expiration date, CVV number).",,,2017,37.09024,-95.712891
2-Feb-18,The Sacramento Bee,Sacramento,California,DISC,BSR,"19,501,300","The Sacramento Bee said in a statement that a firewall protecting its database was not restored during routine maintenance last month, leaving the 19,501,258 voter files publicly accessible. Additionally, the names, home addresses, email addresses, and phone numbers of 52,873 Sacramento Bee subscribers were compromised.“We take this incident seriously and have begun efforts to notify each of the individuals on the contact list and to provide them resources to help guard against potential misuse of their personal contact information,” the paper said in a statement. “We are also working with the Secretary of State’s office to share with them the details of this intrusion.”",Media,https://gizmodo.com/sacramento-bee-leaked-19-5-million-california-voter-rec-1822835127,2018,38.581572,-121.4944
8-Jan-18,"CyrusOne, Inc.",Dallas,Texas,DISC,BSR,402,"CyrusOne, Inc. learned of a breach on 10/18/2017 affecting 402 Indiana residents. Breach resulted in social security numbers being exposed.",Security Breach Letter,,2017,32.776664,-96.796988
8-Jan-18,"Cetera Advisors, LLC",Denver,Colorado,HACK,BSF,"1,280","Cetera Advisors, LLC suffered a hack on 11/8/2017, affecting 1,260 records, exposing social security numbers.",Security Breach Letter,,2017,39.739236,-104.990251
5-Jan-18,"Rea.deeming Beauty, Inc. /d/b/a/ beautyblender",Bethlehem,Pennsylvania,HACK,BSO,"18,133","On 4/23/2015 Rea.deeming Beauty, Inc. suffered a data breach affecting 18,133 records, including credit card or financial account information. The breach was discovered on 11/27/2017 and consumers were notified on 1/5/2018.  ",Security Breach Letter,,2017,40.625932,-75.370458
9-Jan-18,"talentReef, Inc.",Denver,Colorado,HACK,BSO,"11,603","On Nov. 29, 2017, talentReef, Inc. discovered that an unauthorized individual may have gained access to an employees email account. The breach affected 11,603 records, including Social security numbers, name, driver's license number, credit card or financial information and debit card numbers. ",Security Breach Letter,,2017,39.739236,-104.990251
11-Jan-18,Fidelity Investments,Boston,Massachusetts,DISC,BSF,348,"Fidelity Investments suffered an inadvertent disclosure on 11/24/17 that affected 348 records, including social security numbers. ",Security Breach Letter,,2017,42.360083,-71.05888
12-Jan-18,"Guaranteed Rate, Inc.",Chicago,Illinois,HACK,BSF,"187,788","Guaranteed Rate, Inc. suffered a breach on 6/9/2017 until 10/2/2017 affecting 187,788 records, including Social Security numbers, names, driver's license numbers, credit and debit card information and account information, and state ID numbers. ",Security Breach Letter,,2017,41.878114,-87.629798
12-Jan-18,Hallmark Home Mortgage,Columbus,Ohio,INSD,BSF,"2,816","Hallmark suffered a breach on 11/17/2017 that affected 2816 records, including SS numbers, Names, Drivers License Numbers, and Credit Card or Financial Account Information.",Security Breach Letter,,2017,39.961176,-82.998794
17-Jan-18,"Ameriprise Financial, Inc.",Minneapolis,Minnesota,DISC,BSF,56,"Ameriprise Financial suffered an inadvertent disclosure of 56 records, including SS numbers and names. ",Security Breach Letter,,2017,44.977753,-93.265011
